median_income,median_house_value
2.6538,231800
4.375,335200
4.1842,364000
4.7411,336400
4.2283,326800
3.0938,312500
4.3214,341800
4.0451,395100
3.6823,255000
2.6607,226500
2.8042,236100
2.25,281300
2.6103,500000
3.3776,283200
5.0434,340400
6.8927,500001
2.303,261000
5.3279,413900
5.4127,392800
4.9044,335300
5.5959,346200
4.4375,350000
3.2895,335000
5,329400
5.345,322600
8.5608,500001
5.623,500001
6.0069,500001
4.625,500001
5.3963,500001
9.4522,500001
9.0267,500001
3.9659,297400
4.806,279700
5.2039,301300
2.0625,314300
2.6397,250000
3.233,346000
3.2125,251000
2.7864,300000
3.1389,248700
6.091,500001
2.7275,500001
5.759,425000
4.2059,500001
3.6969,335000
11.7794,500001
3.9224,230600
2.4583,62100
3.7958,400000
3.2569,230800
3.1912,226400
4.4519,227900
3.8582,215200
5.5221,394900
5.5106,290900
2.9479,243100
3.0185,500001
2.5743,309800
4.2026,259800
6.6054,500001
5.3154,289400
4.2222,375000
4.6554,272300
5.5194,367000
6.2094,440000
2.8906,84400
5.1909,390200
3.9375,292900
5.299,226800
2.56,150000
3.0559,120100
5.7306,269700
6.7694,275100
7.5696,328700
5.038,194000
2.2791,114800
2.0508,275000
4.8185,157900
4.375,158000
4.3125,168100
3.8203,141500
4.7813,326800
3.9375,341200
3.2135,212700
3.5391,144700
4.1058,164000
3.5288,165500
5.0099,162500
5.0286,158000
4.6694,158200
5.0113,158600
4.8359,195700
4.6648,193000
3.9871,157700
5.0639,201700
4.9766,199600
5.062,158900
4.9028,193600
1.7431,131500
3.1078,146700
2.3506,136100
3.6815,181800
2.7188,133700
2.8649,186500
3.285,218300
3.6639,128600
4.0125,130100
4.4342,160700
4.8155,162900
2.0673,136900
3.6212,151400
2.212,132000
1.0349,130800
4.125,139800
4.2125,148300
4.5066,149800
4.0431,226800
4.65,152500
4.5536,190100
5.0206,261000
3.0723,137300
1.7941,110300
3.7589,113700
3.0368,129300
3.7679,131300
2.6531,108300
3.4722,112500
4.0603,117600
2.5556,129200
1.899,113300
2.9167,104200
2.875,121400
1.8625,90200
3.1576,147200
1.8633,109400
2.0995,87500
2.1509,67500
2.2743,106400
2.375,98500
1.6875,122700
2.2538,162500
3.6422,120600
2.4091,115500
1.8185,97800
2.5809,83200
2.1776,89100
2.4318,86100
2.1094,73800
2.7377,28300
4.3162,136400
2.0161,118800
1.6488,117500
1.9444,129400
3.071,120400
2.4583,128100
0.8106,83300
4.6023,163400
3.8512,134600
3.0352,135400
2.0865,111500
2.0819,103300
2.5966,109300
2.3333,130200
4.2875,150700
3.3203,134700
1.975,134000
1.9257,135300
3.1442,131600
2,87500
2.9271,146600
2.3804,148000
3.4063,138000
3.2167,112500
3.7778,150000
4.5486,172400
4.5417,142400
4.7875,198300
3.0081,135200
4.9237,166600
2.5667,239300
4.1563,172600
4.4628,134400
4.9286,180100
3.7917,142200
5.3765,223100
6.4678,249300
4.9292,207200
4.4595,152700
5.6177,183800
4.7946,290600
3.87,125800
3.6023,128300
6.2685,307400
1.179,225000
2.2647,216700
2.1652,37500
3.3026,229500
4.4777,282500
3.75,223100
3.6304,312200
6.0992,268800
5.4197,280900
4.2404,274300
6.3654,331200
6.0256,276800
7.4734,432200
7.1687,384400
6.2987,348200
5.5954,261400
5.5184,268300
5.0767,271200
6.0321,402600
3.8056,425000
1.5071,316700
1.24,325000
2.1471,187500
6.5173,334000
4.6806,288900
6.7247,333800
3.0875,198400
4.875,295400
3.2115,206300
3.0773,112500
3.6034,150000
2.7689,228200
2.1389,260000
2.1417,205000
5.1271,342500
9.7821,500001
9.6885,500001
5.0294,280200
4.6957,271500
5.6604,276400
4.1797,271800
4.835,353400
5.1615,276200
2.7333,182500
2.8971,186100
3.7396,210700
3.2083,181900
2.9545,237500
2.7411,227100
3.25,185300
3.5966,245800
2.619,212500
3.0139,204200
3.6389,239200
4.4,391300
5.5259,295800
4.7768,301100
3.575,292200
5.4273,421000
4.3,330500
2.8042,240900
2.9853,187500
4.8854,330600
5.2831,299500
4.05,200000
2.894,209500
0.7068,200000
4.226,166700
2.5,162500
1.2887,212500
2.8798,225000
2.0972,187500
2.5673,177500
2.1714,190600
0.8894,350000
1.6708,204200
2.1442,188900
4.2149,199000
3.5781,193000
3.2599,183100
2.925,170800
2.0549,193800
4.2381,193500
3.2793,174500
2.4196,194400
2.8167,183500
2.6667,325900
6.6345,309000
2.4306,289100
2.6312,302900
2.9222,153700
2.4968,174100
2.3277,183700
2.5947,177300
3.0089,185200
2.375,175000
1.473,213600
3.0156,270300
2.8594,205900
2.2583,192500
2.8864,172500
2.6607,169300
2.7546,172500
2.1149,184900
3.2317,184800
4.3882,223600
5.8186,281100
3.7738,220600
3.0096,180800
2.5804,216300
2.5833,167500
2.1902,250000
4.8519,225800
3,184700
3.5256,192600
2.4207,165600
2.3633,198400
4.2614,211300
5.2642,246400
4.0474,280500
4.7275,293000
2.7153,233300
2.8981,229800
5.2769,241100
3.1107,247900
5.0477,292500
2.6573,252800
4.0524,213900
4.0653,234200
4.2762,310100
3.6053,345800
3.6429,332600
4.7287,340000
4.537,345900
4.4375,327600
3.6563,344700
3.625,265000
3.3682,235200
4.5795,262800
5.8415,283300
4.2414,284800
3.7455,247400
5.036,296600
5.6437,312000
4.325,247000
4.1406,274100
5.3955,282300
5.0662,331600
2.7042,286600
7.8575,424600
6.6331,283300
5.1765,344600
5.6266,320500
7.6659,426900
5.3077,351400
3.9625,288200
6.5858,346700
5.6494,376200
4.1674,214000
3.6294,240000
5.0822,327500
5.1104,278100
3.662,211900
3.9265,236900
4.9236,238000
4.6758,264200
5.2,248700
5.5121,264700
5.2894,332800
2.8125,291300
4.5208,230700
4.9662,258500
4.9205,240500
4.5833,308800
4.5625,253500
6.0196,255100
4.1033,281000
7.9819,397000
5.6358,282100
5.0062,232000
6.4285,337300
5.6427,320000
5.0714,255600
5.7385,240400
4.6845,250000
5.4609,263600
6.8088,283300
5.1461,267200
5.4675,261100
3.5625,255200
6.0791,316500
5.5,231700
3.8893,218600
3.8047,204700
3.8936,225900
2.8636,240300
5.2887,264500
4.7069,234800
4.2614,268800
6.0936,365400
5.3922,302900
4.1554,313100
4.1645,281900
5.8178,267400
5.6895,289000
5.8479,263300
5.2088,240900
2.6818,184900
2.7031,175800
2.6386,177600
3.2806,164200
2.2259,112500
2.3293,215900
3.6802,152400
2.7411,112500
2.6763,191100
4.3621,173400
2.6,172800
3.6953,192600
2.8024,127900
4.5208,188100
4.3419,176300
5.3363,212800
2.3715,228000
3.9688,249600
4.1444,178400
2.3971,87500
3.1964,185800
2.7768,178600
4.775,191900
4.3851,160400
3.925,166100
5.6058,232700
4.5,235800
6.2907,253100
5.7078,217000
5.0709,176400
4.5943,123500
3.3833,115200
3.9009,178600
3.1042,183100
4.2361,179500
4.2589,191000
5.0225,222800
2.5652,165300
3.7102,177500
5.5145,219400
3.1382,139700
4.4792,212500
4.1165,164900
3.135,231400
4.3782,175800
4.825,181000
7.2982,343000
5.2088,231400
5.8068,263900
4.9318,262400
5.614,223300
7.375,338400
8.1871,500001
7.2707,355300
7.5443,348400
7.0671,378200
6.6813,277800
5.6345,231000
6.6633,283700
6.68,359500
5.6817,224200
4.8092,217400
4.7027,227600
5.5336,241900
6.2742,241300
5.6306,286200
4.9769,186500
5.7843,209900
4.5045,164500
4.8173,235600
5.5248,235600
5.0543,232000
5.1149,235700
6.4664,271500
5.9399,241900
4.9097,241000
6.7159,362700
6.234,292200
6.6455,302600
7.1267,277900
6.1463,335500
2.5052,133700
5.6411,294700
4.3365,221000
4.0929,165000
4.1146,160100
3.6765,163600
3.2052,179000
3.4509,182400
4.8424,195300
4.4671,172600
4.375,185500
5.2297,192800
5.1017,240700
4.25,162900
4.6333,173600
4.2098,193400
4.087,182500
3.5625,194500
2.5551,182100
2.8,153300
2.5769,137500
2.2031,164000
2.7562,160100
2.6894,182200
3.3306,210300
2.3199,140100
3.0466,159600
3.7198,128600
4.0452,205900
4.4896,156800
3.5625,201800
5.2415,286500
5.5592,229900
4.5533,209900
5.1082,195800
3.2222,184800
4.25,209100
3.2279,182400
3.8571,187500
4.1615,214800
4.0446,196300
3.1982,171700
4.2312,183800
3.7143,178600
4.4167,215200
5.1099,213100
4.0385,167600
3.7188,161500
3.7214,167900
7.4559,456500
6.1008,286200
5.4949,330800
12.3292,416700
6.8462,320900
7.2861,328000
5.3774,325600
7.5813,374100
4.9091,259700
6.057,246800
4.5187,163500
5.5429,269100
7.105,273900
6.7867,273700
6.9584,351600
6.1504,268400
3.7153,229800
5.4225,258100
5.8322,276600
6.1091,329400
7.0544,320700
6.8677,288500
5.716,348300
3.7622,150000
1.7361,500001
1.0938,187500
3.5745,333700
7.0735,335600
5.8686,181100
4.375,425000
5.34,257400
5.7695,271400
6.0959,272700
5.8721,267800
6.5226,258500
6.6842,265300
5.5968,243200
5.5073,178900
5.6096,199100
6.1256,266900
7.3861,267000
6.5004,263600
6.6086,299400
5.0821,265500
8.6675,441000
7.8532,422800
3.3884,245800
5.6651,204100
6.2892,254200
7.309,367900
6.4419,264500
5.6683,248700
4.3807,226900
6.6227,264800
5.6965,261100
5.2722,186900
4.4712,144000
5.3057,226400
5.3994,237900
10.3798,500001
10.9722,500001
4.75,254400
6.7093,311200
15.0001,500001
3.8421,220700
5.6062,226800
6.6176,276200
5.6063,320500
4.1389,174100
5.6344,228700
7.7197,225000
3.2617,252200
4.7794,225800
5.0362,255100
5.0808,212500
4.8304,224900
2.9817,225000
3.3859,158000
4.5179,112500
3.4896,226700
5.3912,235300
4.8145,230700
4.0655,226800
3.7614,137500
2.9706,81300
3.6619,232400
5.9145,236900
3.1439,47500
5.7962,229800
5.2937,238000
5.8792,255500
4.5062,219300
5.4228,264100
3.1812,87500
4.7625,137500
4.7049,112500
3.375,67500
3.2153,199700
3.1563,137500
3.0357,208300
3.5625,208600
2.7727,235600
3.1065,234100
3.0375,218500
4.575,215400
4.6719,252100
5.0942,217500
4.2422,237500
6.0573,254500
6.0116,271200
4.2273,269900
4.2837,264500
3.5199,261400
6.3191,258300
4.575,247600
4.5625,242700
5.7059,287200
7.8543,281900
5.0866,254600
4.6761,298300
4.9091,270300
3.2048,261800
5.5,282200
3.5491,261100
4.3971,238900
4.5427,198400
4.375,212200
4.5625,240000
4.6328,287100
4.9562,238700
4.5368,307400
3.9625,262900
3.925,251300
3.6682,266100
3.925,287100
5.2019,279900
3.2813,244400
3.1667,231600
2.3713,244000
3.6118,235500
3.3333,237900
4.2656,236100
3.1429,286500
3.4233,229300
3.7321,250000
3.6818,257600
4.75,251100
5.0175,246100
3.1702,256100
2.3547,275900
4.7604,294700
4.2136,288300
4.0667,276900
4.4453,255400
5.791,254100
5.3873,288300
3.4375,252600
3.7813,247800
6.3716,330500
6.1388,302400
5.273,315600
5.1506,302100
5.121,287600
5.9567,294300
4.8365,313900
3.9417,285800
6.4095,335900
5.1483,342000
5.357,355200
4.2531,279800
4.7083,217700
5.606,288900
5.8127,288300
5.7833,339600
3.699,237500
3.73,227700
4.6304,263200
3.1103,281900
3.6292,264600
7.0469,365500
5.2534,290900
3.6401,267500
3.9187,314900
3.0079,277300
3.1458,270500
3.7632,307000
3.5652,329500
6.623,332500
3.7188,293000
3.2727,262500
3.3958,267500
4.3081,227300
3.75,212500
4.0962,214100
1.7171,181300
4.0208,262500
4.6371,234300
3.4505,260000
3.1509,242900
4.6312,283200
7.5443,283000
3.2287,264900
5.4386,280400
6.6437,296100
5.0385,277300
3.3922,269100
5.7251,272600
5.7812,275000
5.4051,273500
6.4631,344100
4.0403,303400
4.8542,275000
5,283000
5.3294,300300
3.337,265300
5.9658,278000
5.2528,269400
5.3561,298900
4.0174,273900
5.2533,269100
5.5151,286800
4.6827,255100
1.8542,333300
5.0863,332000
6.0235,413500
6.0957,405400
5.4683,430900
6.1648,371900
5.5127,268200
4.69,252600
4.5333,234200
4.7917,243200
6.0358,260100
4.675,245300
4.7118,274600
4.7279,272000
6.3663,279400
5.5944,290500
7.3522,363800
6.0738,335900
5.3911,281200
6.0712,271800
7.3843,405000
9.3834,500001
7.8407,476400
4.6065,445900
5.2321,500001
8.492,500001
10.0187,500001
4.4063,436100
3.1176,396300
9.0704,500001
4.5156,339300
6.131,367800
4.6654,340700
7.598,347800
8.2069,442500
15,500001
10.7582,500001
7.9135,496400
11.2463,500001
8.5425,500001
5.7876,415800
8.8178,500001
10.2666,500001
8.0331,500001
10.2311,500001
7.9234,500001
7.6107,500001
7.8711,500001
11.1557,500001
10.6834,500001
10.3653,500001
8.7939,500001
10.3979,500001
7.5,500001
9.1569,500001
5.7295,346100
8.3605,500001
5.4103,335900
7.8279,500001
9.8937,500001
9.3464,500001
10.675,500001
10.5793,500001
12.2145,500001
10.7958,500001
7.8627,500001
8.248,498800
6.2182,380800
8.0727,455500
9.2298,500001
10.7326,500001
8.0158,420000
7.0102,500001
7.2986,500001
7.0813,485300
7.8528,368900
4.8836,396200
5.0081,288300
5.3167,416300
7.7643,474700
6.3131,436400
4.5721,351200
5.7528,431400
6.2045,393800
5.154,355100
6.075,417000
6.9238,345900
5.3508,409100
6.6818,411300
8.0837,380600
6.3702,332000
7.8383,372700
7.218,400700
3.375,275700
5.8521,326300
5.4842,335300
6.083,341400
5.9714,332500
6.7123,354600
6.359,341900
6.3923,348300
6.3197,340100
5.6511,404800
4.7402,244500
6.6766,332700
4.6613,284000
4.7235,242200
7.3693,373600
7.4863,412300
5.1602,231200
6.448,360600
5.6932,338700
8.1078,365700
4.1473,354400
6.2475,350000
5.7881,344700
6.0577,451800
5.5388,352100
5.0785,289500
5.1674,333000
5.9158,343100
5.2108,351500
6.3052,344200
7.3753,388100
7.7865,423900
6.6087,416500
6.7578,451400
7.4729,431600
7.5372,432600
7.2779,292900
5.678,370100
7.7799,447300
4.0129,342400
3.16,225000
3.6991,271500
5.6533,291400
4.1369,316900
3.9848,409700
8.0599,381800
6.0777,327500
4.9087,322700
5.2319,430100
6.4913,411900
6.837,383000
7.5337,406800
6.8753,403000
6.6085,344700
4.4699,367400
5.8779,362200
5.3679,228400
3.5154,311400
3.5861,500001
3.9038,243800
4.7609,378000
4.2061,253600
4.9671,335200
6.6329,349000
7.1273,346300
4.5,323600
6.7718,368300
8.6155,411200
3.4238,337000
3.8464,239400
3.0047,256000
4.6957,284800
3.8125,325000
3.6765,252800
5.0453,311600
4.2028,273600
3.8732,252400
4.0911,224600
4.505,230400
4.2782,327700
4.1847,167300
7.2165,360900
3.7045,178100
4.4107,232700
3.2574,254400
3.5586,222200
5.6447,252600
5.791,239400
4.0223,250200
4.35,261000
4.0068,249500
4.7431,239700
4.7685,280100
3.5649,450000
4.072,364200
5.4351,336500
4.2719,270800
3.4028,324200
4.4531,350000
4.3351,267400
3.75,375000
3.6875,40000
4.2188,500001
5.6999,470000
6.1299,500001
4.8625,262500
4.712,289300
5.9291,284600
3.7359,262500
5.7657,322300
4.359,192200
4.1544,277000
5.806,308700
4.6875,288900
5.1408,264700
5.4721,343300
2.8203,284100
4.2463,266700
3.575,274000
3.5179,197200
3.4375,290600
3.8003,229800
3.4198,351900
3.2875,182700
3.4868,165600
4.3077,293500
3.9091,276000
4.1875,266400
4.6591,175000
3.1736,181300
2.5208,316700
3.7318,327700
3.725,261300
3.6742,275000
2.8438,307100
3.2083,334300
4.8036,340000
3.5045,352500
5.0131,330300
4.5644,280200
4.5833,342400
3.5909,353100
5.0871,354500
2.7279,365600
5.5385,359000
6.2884,414700
6.1995,407200
3.4042,353600
5.0086,366700
5.0796,373400
6.828,383900
7.1108,465000
6.8374,500001
5.2971,442100
3.3917,342900
4.8021,457500
7.9813,473500
7.5,500001
6.8268,500001
10.0346,500001
9.281,500001
5.0222,500001
7.5274,500001
8.2266,500001
8.758,500001
5.4659,500001
7.3561,500001
9.8144,500001
8.5888,500001
7.7068,500001
10.1007,500001
10.5142,500001
12.367,500001
10.3591,500001
7.5655,500001
8.3924,500001
8.1064,500001
10.3329,500001
7.8177,500001
5.0804,500001
7.2045,500001
8.9021,500001
4.9519,500001
6.3967,500001
7.6229,500001
7.0245,500001
8.9172,500001
8.4709,500001
10.3894,500001
5.1335,461200
5.4063,440900
6.4588,437100
4.15,265000
3.5364,314100
5.3727,360900
7.3023,451300
7.313,463700
6.4949,417800
7.1382,443800
6.0884,432900
5.2803,362100
5.1524,373100
5.2114,438400
4.7375,431900
6.46,425500
5.485,406300
6.3111,397400
4.875,373400
5.6413,376600
5.316,398100
6.7257,500001
7.9029,500001
6.6354,500001
9.1508,500001
5.9277,446600
10.3942,500001
7.5418,492000
10.9508,500001
7.8647,500001
6.767,500001
8.7051,500001
6.1575,500001
4.2297,425000
2.1406,402500
4.5987,356000
4.2972,405900
7.2543,500001
4.9861,500001
6.1655,500001
6.6756,500001
8.2664,500001
12.5902,500001
6.5829,500001
5.0203,476300
3.9243,404800
4.0686,378600
1.9045,375000
11.0492,500001
10.476,500001
4.0972,387500
7.0309,475000
10.7237,500001
12.0372,500001
10.7355,500001
13.1867,500001
11.806,500001
10.4277,500001
9.3586,500001
8.5294,500001
7.5794,500001
10.0259,500001
12.1387,500001
12.9792,500001
13.8093,500001
8.6196,500001
5.8691,360000
11.3283,500001
5.8596,318700
5.3468,279900
5.2366,293300
5.7415,398500
3.506,226400
4.4004,255800
6.9508,361200
5.8904,271400
7.7201,362700
8.4262,459200
8.3837,473400
8.0595,485000
7.6933,405900
9.1974,500001
9.08,500001
6.6659,500001
4.5417,434500
8.3792,418300
6.8333,348000
7.7738,387500
8.1988,355900
8.19,361600
8.3065,394200
6.9473,361400
6.7064,305600
7.5845,279300
5.6139,279500
5.0292,269400
5.6876,246500
5.6958,253800
4.5221,191100
6.7287,299300
5.4218,233900
5.6488,234600
6.0889,245200
6.7836,274100
5.4741,238800
5.1228,237600
4.2885,262400
5.2166,230900
5.9214,224000
5.0772,221500
6.3566,279100
4.3438,209700
4.8862,195000
2.875,184400
7.3339,294200
4.2083,198400
5.0186,250800
4.5615,282600
5.5,253200
6.6712,311500
5.1356,218700
5.5875,259300
4.0547,236200
5.9359,249500
2.0288,350000
4.1926,244500
4.5033,213100
3.9461,194300
3.1932,123400
5.6652,234500
5.5121,224100
5.6223,265700
6.4339,289200
7.4323,311800
6.8194,291200
5.0509,184800
5.5849,257400
4.8355,141600
3.7844,183900
5.4939,241200
5.9164,237400
4.5,234400
6.0538,241000
5.8305,245600
5.1663,241200
4.4565,159000
6.2957,251800
7.5218,291500
4.9688,233100
5.3157,253300
6.3178,248000
6.4328,257200
6.4664,278300
6.0062,262700
5.0958,217100
5.898,229100
6.0198,289600
5.4193,259500
5.9225,265800
6.7385,272400
6.223,260700
5.9053,260500
4.6458,500001
4.747,261100
4.65,385700
4.2039,500001
4.7386,394100
6.8773,467700
6.7644,412600
7.8601,416300
7.5,344500
6.1684,288100
4.175,229800
2.4821,248200
5.2951,386200
3.8788,226900
3.6895,239300
5.1514,436700
5.9356,321700
4.9028,335000
5.6205,300800
6.4313,393100
5.5936,386800
3.625,350000
3.9306,260700
4.3693,234000
4.5714,260300
4.9702,279800
5.1519,264700
5.7396,308700
4.3227,251500
5.6754,298500
3.5551,198600
3.2019,203600
4.4233,228600
2.9417,178000
2.0625,170300
2.5387,160100
3.2614,305000
4.0238,374600
5.2327,500001
3.6964,262500
15.0001,131300
3.8062,340900
6.0622,390000
15.0001,400000
9.5908,350000
2.625,137500
6.4469,271400
4.9808,263100
5.8123,281500
4.3409,256300
3.5562,239200
3.6902,233000
4.0417,265300
2.7875,245000
2.1734,187500
3.2368,212500
5.6188,404700
6.7974,367600
5.3972,362300
2.4732,131300
3.6797,263800
4.2542,294100
4.2254,320900
2.9286,258300
5.1806,266400
3.8259,253100
5.2128,238600
3.2437,223900
2.1553,255400
2.5954,229400
2.7125,217500
1.9063,166700
1.9286,195300
2.5417,260900
2.9444,232800
2.5368,240000
4.3,275000
2.589,242400
3.1205,240500
3.1932,400000
2.0547,326700
2.1964,234400
3.2404,225000
1.6923,262500
4.4659,237500
2.5067,232600
1.1552,250000
1.6642,281300
2.0172,112500
3.5938,243500
2.425,216100
4.1964,202000
2.1667,196400
2.5865,206400
3.52,284200
4.4567,263800
3.1312,388500
4.2045,226500
4.5,258300
3.8269,276000
3.9667,265800
2.9712,116600
2.8056,173200
3.1062,156000
2.4461,151700
2.6506,164600
3.1327,218100
3.6,194500
2.4615,177800
3.2216,238300
3.4125,160700
1.6875,161400
1.9609,155000
2.5599,151400
2.8348,162000
2.0775,121400
2.4375,190400
3.0192,184300
3.2813,190000
2.6434,169700
3.5,194800
3.1815,189100
4.3906,241200
2.4053,178400
2.0192,171300
3.7863,192200
2.8214,190100
2.5556,177500
5.2101,334000
5.1412,315800
4.7188,350000
4.9792,240000
3.9408,222600
3.6474,231600
4.125,239600
4.3429,214300
4.425,204800
5.0165,202300
2.7933,206900
5.5785,284100
5.1664,185100
7.1831,273300
7.1366,273900
5.208,206800
4.4597,204100
3.9423,180300
7.8774,394900
6.9772,383300
4.0781,154500
5.2417,196400
4.5972,146300
6.0809,270000
4.1679,201300
3.8625,232300
4.1161,220900
4.5096,203700
3.8854,312300
5.6233,322000
10.0968,500001
5.2078,440500
4.8,261500
4.8611,240000
3.9728,190900
5.1121,308100
5.5919,373400
7.736,397700
6.3617,331500
7.5755,402300
6.4517,356600
5.8642,363500
4.625,386400
6.4214,340600
6.3258,390000
5.2486,353000
6.0621,304400
5.9039,355300
4.5682,371600
3.5943,262400
4.8269,272900
3.075,215800
3.6364,207000
4.6484,234600
3.1914,215600
3.7273,251900
3.1167,258300
2.1771,213200
2.8941,256700
4.7321,422400
2.625,377300
4.7468,294400
2.8036,228500
2.561,234600
3.6619,245100
2.6757,229200
3.7083,252400
2.7587,228600
3.0777,263800
4.2006,290700
3.0905,264300
3.1546,261200
2.5172,330800
4.7325,283500
4.1587,315200
3.3447,305200
2.7375,238000
4.2898,221700
5.503,351800
4.8693,322300
2.6875,233300
4.8953,289500
3.5112,231900
3.6597,252300
5.8325,308800
4.4485,295200
6.0281,321100
5.3276,335500
4.9219,368400
4.9517,307900
5.368,352000
3.1563,300000
2.1719,420000
4.8021,290400
4.3321,298600
4.6611,349300
2.9559,288400
3.1987,279800
3.934,228600
5.1433,305600
4.7569,190800
4.7071,202700
3.525,229100
3.2917,224700
2.1875,187500
1.2404,81300
1.5972,68900
2.1538,76900
1.6983,72600
1.8375,74800
1.9181,118800
3.0549,101700
3.2639,87500
2.6591,82800
1.5676,58200
3.5347,101200
2.6944,75300
3.6923,86900
1.3329,78200
2.8512,75600
2.7857,104200
1.4091,84400
2.6792,138900
2.3289,58200
3.9375,148700
4.1099,120100
1.655,90100
3.1439,103100
3.4464,122900
1.4125,66500
1.7227,105000
2.4079,111400
2.4141,78700
2.2905,94200
3.6853,151600
3.8103,111100
3,114200
1.6033,98800
2.0258,64800
2.6705,136700
2.6513,113300
5.2149,146500
3.0954,86500
2.037,72000
2.125,80800
3.9306,85900
2.485,100600
3.7896,98100
1.9,81600
1.9881,85200
2.71,97800
2.184,77300
1.6821,69400
2.0395,67900
2.5592,75900
3.3816,93800
3.5522,100100
1.9946,119200
3.5081,116700
3.35,118400
2.6488,83100
2.1458,84700
2.5417,92200
1.6429,80400
1.7422,61500
1.7427,60600
1.3801,56600
2.0391,59800
2.212,65600
2.0119,75800
2.9338,141600
3.8323,128300
2.3287,130700
3.6413,108500
2.4036,105400
1.4911,75800
2.875,129800
3.9762,138500
5.1585,150800
4.559,116800
2.0469,66800
2.0221,60400
1.3904,48100
1.9943,59800
1.9657,63000
2.3594,66000
1.6579,68500
2.2768,78600
3.5978,80600
2.8611,98700
3.0556,95500
1.3571,59000
1.8438,76400
3.2788,101600
2.125,66100
2.0899,74800
3.3315,85400
2.1875,76400
2.1496,97700
2.8085,105700
3.3005,98500
2.793,76500
1.7935,74500
2.8036,93400
4.5357,171200
2.125,123200
1.8816,65800
2.2583,78800
2.7736,107800
3.0299,73200
2.225,52000
2.503,65600
3.15,87500
4.0132,141200
3.5189,101000
2.2993,99500
2.1513,80400
2.7857,77400
1.7538,90300
2.9063,77800
3.0179,61300
2.267,57800
2.2337,64500
2.3393,90300
2.83,88700
2.67,77500
2.7778,72900
2.46,93000
1.8839,71000
2.3625,62500
3.8826,92400
3.625,68600
1.875,66600
2.065,96100
1.7885,43500
1.74,44000
2.234,58600
1.7639,55400
2.1607,61400
1.8242,53500
2.7222,64600
2.2976,54400
1.965,65400
2.3571,62000
2.4107,70100
2.0591,55700
3.3095,81300
1.8694,71200
2.2206,63200
1.8533,57500
2.5357,94200
3.1062,100000
2.2024,60900
2.723,79600
1.7292,61700
1.6757,63300
2.7468,81100
3.125,76100
1.6509,46200
1.27,53100
1.7448,80100
1.1915,71900
2.1571,81500
2.4526,97100
2.8036,110100
3.4519,128800
2.0375,57500
2.1898,65500
1.5923,56000
1.0667,34200
2.2462,62900
5.1014,179500
4.9504,214800
3.1768,131000
3.0962,124600
3.8029,129900
3.1848,112700
3.0221,93300
2.9469,111600
3.1204,110800
3.4559,111900
2.2734,88700
3.8667,127000
5.2957,171900
3.1053,96700
3.436,94800
5.8171,225200
2.2417,87900
2.4875,90000
2.6098,162500
1.3007,94600
1.1835,133300
2.3,109400
2.75,109900
2.5042,147900
2.1411,97200
2.4201,92800
2.9432,103500
3.0507,107300
2.3241,99200
2.5969,92800
4.2308,145800
4,141500
4.775,148200
3.2664,142900
4.0938,126900
4.2902,152400
4.0114,166900
2.5865,109800
2.6133,103100
2.1976,97900
1.9667,93800
1.7411,98400
2.6708,109700
3.1025,103700
2.6937,111800
2.7375,120000
4.0515,121900
4.0156,134700
4.5053,123700
5.3785,150600
1.6368,91200
3.724,131600
4.4529,144100
3.7014,123600
5.5138,171100
1.756,86400
2.3056,90400
2.6466,168500
3.1373,185100
4.6776,208300
4.6406,217500
5.3288,201800
6.4599,219700
4.5321,190300
4.4397,187100
5.3661,195800
6.4232,229200
4.4821,210000
6.3735,166300
3.2891,150600
4.6761,143100
2.3929,122500
3.3281,170200
6.5891,328800
8.0113,393000
7.2589,320400
5.3345,176100
5.2523,161300
6.0487,197700
5.3102,195000
5.0672,171300
4.3586,173400
6.8872,305200
3.676,135000
5.2527,130600
4.4882,144000
6.6779,223900
4.962,161700
5.4399,187100
2.5313,162500
2.6827,98900
3.815,99000
3.3153,99000
3.3598,107200
3.3839,105900
3.5464,129800
2.8438,94200
6.2299,105400
2.7885,105900
2.7167,92200
3.0938,110400
2.4,125000
3.0912,126300
3.1853,129600
2.7284,118500
2.9576,108500
2.5896,104700
3.1389,101100
3.2115,99100
3.2061,120400
4.0619,126600
3.6335,131600
5.2636,191300
5.4074,157700
1.6875,87500
1.9954,92900
4.0905,134800
3.8583,137900
4.6779,131300
3.1176,126500
4.9222,142900
4.9103,140400
4.5987,139700
3.1979,137500
6.0842,261100
2.5681,81300
2.8357,120100
3.2396,143800
1.0208,78600
5.0346,205100
4.6719,250000
4.9773,281200
4.945,298400
3.4741,245800
5.1534,232800
4.5,260900
2.7051,193800
6.0252,151700
3.6036,143500
5.8269,150200
4.412,140100
6.1112,181000
4.2324,142100
4.976,158300
4.0458,130600
4.875,250000
10.2264,137500
2.433,101700
2.4659,102900
2.5707,126000
4.2115,118900
3.6176,158500
3.8651,189700
7.1053,315200
4.163,112500
3.7388,122000
4.5568,127200
4.0938,117300
3.89,140300
2.7434,218800
4.4375,132600
4.0536,134800
4.0329,126800
2.5938,129500
4.0433,132200
4.2137,151700
5.5435,136000
6.0704,173400
5.778,175700
4.9583,146200
6.0767,216400
6.4894,198000
5.9441,228200
5.1781,191900
2.8438,111500
2.1067,101100
3.625,125000
3.2768,117600
2.7262,118800
3.5179,84400
3.3438,135600
3.3036,210000
